date,state,district,fire_count,fire_lag_1d,fire_lag_3d,fire_lag_7d,fire_mean_3d,fire_mean_7d
2025-11-03,Haryana,Jind,4.0,8.0,1.0,6.0,5.333333333333333,5.0
2025-11-03,Haryana,Kaithal,3.0,6.0,1.0,9.0,4.666666666666667,4.571428571428571
2025-11-03,Haryana,Palwal,6.0,6.0,3.0,4.0,3.6666666666666665,3.2857142857142856
2025-11-03,Haryana,Rohtak,3.0,2.0,1.0,,1.3333333333333333,
2025-11-03,Haryana,Sirsa,8.0,9.0,4.0,17.0,7.666666666666667,7.571428571428571
2025-11-03,Haryana,Sonipat,1.0,3.0,1.0,1.0,2.0,1.4285714285714286
2025-11-03,Haryana,Yamunanagar,3.0,5.0,1.0,2.0,2.3333333333333335,1.8571428571428572
2025-11-03,Punjab,Amritsar,9.0,28.0,27.0,24.0,30.666666666666668,21.714285714285715
2025-11-03,Punjab,Barnala,6.0,8.0,6.0,2.0,8.0,4.714285714285714
2025-11-03,Punjab,Bathinda,17.0,30.0,41.0,8.0,32.333333333333336,20.714285714285715
2025-11-03,Punjab,Fatehgarh Sahib,1.0,5.0,5.0,14.0,6.0,6.0
2025-11-03,Punjab,Fazilka,13.0,13.0,10.0,1.0,11.666666666666666,6.714285714285714
2025-11-03,Punjab,Ferozepur,26.0,47.0,35.0,14.0,38.333333333333336,29.857142857142858
2025-11-03,Punjab,Gurdaspur,3.0,6.0,10.0,23.0,8.666666666666666,9.714285714285714
2025-11-03,Punjab,Jalandhar,5.0,15.0,13.0,8.0,15.333333333333334,11.0
2025-11-03,Punjab,Kapurthala,11.0,26.0,31.0,14.0,30.666666666666668,19.857142857142858
2025-11-03,Punjab,Ludhiana,13.0,33.0,21.0,7.0,24.333333333333332,13.857142857142858
2025-11-03,Punjab,Malerkotla,7.0,14.0,11.0,1.0,11.0,6.428571428571429
2025-11-03,Punjab,Mansa,17.0,10.0,19.0,2.0,17.0,11.857142857142858
2025-11-03,Punjab,Moga,18.0,20.0,21.0,4.0,19.0,10.428571428571429
2025-11-03,Punjab,Patiala,11.0,27.0,41.0,11.0,37.333333333333336,22.857142857142858
2025-11-03,Punjab,S A S Nagar,2.0,1.0,8.0,2.0,3.3333333333333335,3.0
2025-11-03,Punjab,Sangrur,38.0,65.0,127.0,21.0,87.0,58.285714285714285
2025-11-03,Punjab,Shahid Bhagat Singh Nagar,3.0,9.0,1.0,3.0,5.333333333333333,3.4285714285714284
2025-11-03,Punjab,Sri Muktsar Sahib,12.0,41.0,17.0,13.0,26.333333333333332,16.142857142857142
2025-11-03,Punjab,Tarn Taran,33.0,59.0,87.0,39.0,72.33333333333333,54.285714285714285
2025-11-04,Haryana,Fatehabad,8.0,4.0,11.0,1.0,7.666666666666667,4.857142857142857
2025-11-04,Haryana,Gurugram,1.0,1.0,1.0,,1.0,
2025-11-04,Haryana,Hisar,4.0,5.0,11.0,6.0,7.333333333333333,5.285714285714286
2025-11-04,Haryana,Jhajjar,4.0,3.0,1.0,1.0,1.6666666666666667,1.5714285714285714
2025-11-04,Haryana,Jind,3.0,4.0,7.0,5.0,6.333333333333333,4.714285714285714
2025-11-04,Haryana,Kaithal,1.0,3.0,7.0,5.0,5.333333333333333,3.7142857142857144
2025-11-04,Haryana,Karnal,2.0,1.0,2.0,1.0,1.3333333333333333,1.2857142857142858
2025-11-04,Haryana,Rohtak,1.0,3.0,1.0,,2.0,
2025-11-04,Haryana,Sirsa,7.0,8.0,10.0,6.0,9.0,6.285714285714286
2025-11-04,Haryana,Sonipat,5.0,1.0,2.0,1.0,2.0,1.4285714285714286
2025-11-04,Punjab,Amritsar,26.0,9.0,37.0,6.0,24.666666666666668,19.571428571428573
2025-11-04,Punjab,Barnala,12.0,6.0,10.0,1.0,8.0,5.285714285714286
2025-11-04,Punjab,Bathinda,27.0,17.0,26.0,9.0,24.333333333333332,22.0
2025-11-04,Punjab,Faridkot,11.0,8.0,9.0,3.0,7.0,5.714285714285714
2025-11-04,Punjab,Fatehgarh Sahib,3.0,1.0,8.0,3.0,4.666666666666667,4.142857142857143
2025-11-04,Punjab,Fazilka,16.0,13.0,12.0,2.0,12.666666666666666,8.428571428571429
2025-11-04,Punjab,Ferozepur,69.0,26.0,33.0,10.0,35.333333333333336,31.571428571428573
2025-11-04,Punjab,Gurdaspur,5.0,3.0,10.0,9.0,6.333333333333333,6.857142857142857
2025-11-04,Punjab,Hoshiarpur,3.0,2.0,7.0,1.0,6.666666666666667,3.5714285714285716
2025-11-04,Punjab,Jalandhar,9.0,5.0,18.0,6.0,12.666666666666666,10.571428571428571
2025-11-04,Punjab,Kapurthala,11.0,11.0,35.0,3.0,24.0,19.428571428571427
2025-11-04,Punjab,Ludhiana,31.0,13.0,19.0,8.0,21.666666666666668,14.714285714285714
2025-11-04,Punjab,Malerkotla,12.0,7.0,8.0,1.0,9.666666666666666,7.285714285714286
2025-11-04,Punjab,Mansa,31.0,17.0,22.0,2.0,16.333333333333332,14.0
2025-11-04,Punjab,Moga,44.0,18.0,16.0,2.0,18.0,12.428571428571429
2025-11-04,Punjab,Pathankot,2.0,1.0,1.0,,1.0,
2025-11-04,Punjab,Patiala,20.0,11.0,44.0,6.0,27.333333333333332,22.857142857142858
2025-11-04,Punjab,Sangrur,62.0,38.0,69.0,13.0,57.333333333333336,60.714285714285715
2025-11-04,Punjab,Shahid Bhagat Singh Nagar,3.0,3.0,6.0,1.0,6.0,3.4285714285714284
2025-11-04,Punjab,Sri Muktsar Sahib,15.0,12.0,21.0,2.0,24.666666666666668,16.0
2025-11-04,Punjab,Tarn Taran,63.0,33.0,71.0,22.0,54.333333333333336,53.42857142857143
2025-11-05,Haryana,Bhiwani,1.0,1.0,1.0,,2.6666666666666665,
2025-11-05,Haryana,Faridabad,8.0,3.0,5.0,1.0,3.3333333333333335,2.4285714285714284
2025-11-05,Haryana,Hisar,5.0,4.0,6.0,1.0,5.0,5.0
2025-11-05,Haryana,Jhajjar,3.0,4.0,1.0,2.0,2.6666666666666665,2.0
2025-11-05,Haryana,Jind,7.0,3.0,8.0,6.0,5.0,4.428571428571429
2025-11-05,Haryana,Kaithal,3.0,1.0,6.0,2.0,3.3333333333333335,3.142857142857143
2025-11-05,Haryana,Karnal,3.0,2.0,1.0,1.0,1.3333333333333333,1.4285714285714286
2025-11-05,Haryana,Palwal,2.0,6.0,2.0,1.0,4.666666666666667,3.5714285714285716
2025-11-05,Haryana,Rohtak,5.0,1.0,2.0,1.0,2.0,1.4285714285714286
2025-11-05,Haryana,Sirsa,7.0,7.0,9.0,2.0,8.0,6.428571428571429
2025-11-05,Haryana,Sonipat,4.0,5.0,3.0,1.0,3.0,2.0
2025-11-05,Punjab,Amritsar,29.0,26.0,28.0,7.0,21.0,22.428571428571427
2025-11-05,Punjab,Barnala,2.0,12.0,8.0,3.0,8.666666666666666,6.857142857142857
2025-11-05,Punjab,Bathinda,12.0,27.0,30.0,13.0,24.666666666666668,24.571428571428573
2025-11-05,Punjab,Faridkot,12.0,11.0,4.0,2.0,7.666666666666667,6.857142857142857
2025-11-05,Punjab,Fatehgarh Sahib,6.0,3.0,5.0,4.0,3.0,4.142857142857143
2025-11-05,Punjab,Fazilka,18.0,16.0,13.0,4.0,14.0,10.428571428571429
2025-11-05,Punjab,Ferozepur,5.0,69.0,47.0,27.0,47.333333333333336,40.0
2025-11-05,Punjab,Gurdaspur,2.0,5.0,6.0,5.0,4.666666666666667,6.285714285714286
2025-11-05,Punjab,Hoshiarpur,1.0,3.0,11.0,1.0,5.333333333333333,3.857142857142857
2025-11-05,Punjab,Jalandhar,8.0,9.0,15.0,12.0,9.666666666666666,11.0
2025-11-05,Punjab,Ludhiana,33.0,31.0,33.0,7.0,25.666666666666668,18.0
2025-11-05,Punjab,Malerkotla,4.0,12.0,14.0,6.0,11.0,8.857142857142858
2025-11-05,Punjab,Mansa,8.0,31.0,10.0,9.0,19.333333333333332,18.142857142857142
2025-11-05,Punjab,Moga,35.0,44.0,20.0,5.0,27.333333333333332,18.428571428571427
2025-11-05,Punjab,Patiala,10.0,20.0,27.0,18.0,19.333333333333332,24.857142857142858
2025-11-05,Punjab,S A S Nagar,2.0,2.0,1.0,2.0,1.3333333333333333,3.0
2025-11-05,Punjab,Sangrur,22.0,62.0,65.0,48.0,55.0,67.71428571428571
2025-11-05,Punjab,Shahid Bhagat Singh Nagar,1.0,3.0,9.0,3.0,5.0,3.7142857142857144
2025-11-05,Punjab,Sri Muktsar Sahib,29.0,15.0,41.0,7.0,22.666666666666668,17.857142857142858
2025-11-05,Punjab,Tarn Taran,5.0,63.0,59.0,54.0,51.666666666666664,59.285714285714285
2025-11-06,Haryana,Bhiwani,2.0,1.0,6.0,1.0,2.6666666666666665,2.0
2025-11-06,Haryana,Faridabad,2.0,8.0,2.0,1.0,4.333333333333333,3.4285714285714284
2025-11-06,Haryana,Fatehabad,7.0,8.0,8.0,1.0,6.666666666666667,5.857142857142857
2025-11-06,Haryana,Hisar,15.0,5.0,5.0,3.0,4.666666666666667,5.571428571428571
2025-11-06,Haryana,Jhajjar,2.0,3.0,3.0,2.0,3.3333333333333335,2.142857142857143
2025-11-06,Haryana,Jind,15.0,7.0,4.0,2.0,4.666666666666667,4.571428571428571
2025-11-06,Haryana,Kaithal,7.0,3.0,3.0,2.0,2.3333333333333335,3.2857142857142856
2025-11-06,Haryana,Karnal,9.0,3.0,1.0,2.0,2.0,1.7142857142857142
2025-11-06,Haryana,Palwal,2.0,2.0,6.0,5.0,4.666666666666667,3.7142857142857144
2025-11-06,Haryana,Panipat,2.0,1.0,3.0,1.0,1.6666666666666667,2.0
2025-11-06,Haryana,Rewari,2.0,1.0,4.0,,2.3333333333333335,
2025-11-06,Haryana,Rohtak,5.0,5.0,3.0,1.0,3.0,2.0
2025-11-06,Haryana,Sirsa,5.0,7.0,8.0,5.0,7.333333333333333,7.142857142857143
2025-11-06,Haryana,Sonipat,7.0,4.0,1.0,1.0,3.3333333333333335,2.4285714285714284
2025-11-06,Punjab,Amritsar,23.0,29.0,9.0,23.0,21.333333333333332,25.571428571428573
2025-11-06,Punjab,Barnala,1.0,2.0,6.0,3.0,6.666666666666667,6.714285714285714
2025-11-06,Punjab,Bathinda,24.0,12.0,17.0,18.0,18.666666666666668,24.428571428571427
2025-11-06,Punjab,Faridkot,19.0,12.0,8.0,9.0,10.333333333333334,8.285714285714286
2025-11-06,Punjab,Fatehgarh Sahib,6.0,6.0,1.0,3.0,3.3333333333333335,4.428571428571429
2025-11-06,Punjab,Fazilka,25.0,18.0,13.0,5.0,15.666666666666666,12.428571428571429
2025-11-06,Punjab,Ferozepur,20.0,5.0,26.0,43.0,33.333333333333336,36.857142857142854
2025-11-06,Punjab,Gurdaspur,6.0,2.0,3.0,5.0,3.3333333333333335,5.857142857142857
2025-11-06,Punjab,Jalandhar,11.0,8.0,5.0,5.0,7.333333333333333,10.428571428571429
2025-11-06,Punjab,Kapurthala,5.0,11.0,26.0,18.0,16.0,20.571428571428573
2025-11-06,Punjab,Ludhiana,39.0,33.0,13.0,2.0,25.666666666666668,21.714285714285715
2025-11-06,Punjab,Malerkotla,6.0,4.0,7.0,4.0,7.666666666666667,8.571428571428571
2025-11-06,Punjab,Mansa,15.0,8.0,17.0,19.0,18.666666666666668,18.0
2025-11-06,Punjab,Moga,36.0,35.0,18.0,5.0,32.333333333333336,22.714285714285715
2025-11-06,Punjab,Patiala,24.0,10.0,11.0,13.0,13.666666666666666,23.714285714285715
2025-11-06,Punjab,Sangrur,24.0,22.0,38.0,65.0,40.666666666666664,64.0
2025-11-06,Punjab,Shahid Bhagat Singh Nagar,4.0,1.0,3.0,1.0,2.3333333333333335,3.4285714285714284
2025-11-06,Punjab,Sri Muktsar Sahib,48.0,29.0,12.0,12.0,18.666666666666668,21.0
2025-11-06,Punjab,Tarn Taran,44.0,5.0,33.0,48.0,33.666666666666664,52.285714285714285
2025-11-07,Haryana,Ambala,1.0,4.0,2.0,1.0,3.0,2.4285714285714284
2025-11-07,Haryana,Bhiwani,4.0,2.0,1.0,2.0,1.3333333333333333,2.142857142857143
2025-11-07,Haryana,Faridabad,3.0,2.0,3.0,4.0,4.333333333333333,3.5714285714285716
2025-11-07,Haryana,Fatehabad,15.0,7.0,4.0,5.0,6.333333333333333,6.714285714285714
2025-11-07,Haryana,Hisar,13.0,15.0,4.0,5.0,8.0,7.285714285714286
2025-11-07,Haryana,Jhajjar,6.0,2.0,4.0,1.0,3.0,2.142857142857143
2025-11-07,Haryana,Jind,15.0,15.0,3.0,1.0,8.333333333333334,6.428571428571429
2025-11-07,Haryana,Kaithal,4.0,7.0,1.0,1.0,3.6666666666666665,4.0
2025-11-07,Haryana,Karnal,6.0,9.0,2.0,1.0,4.666666666666667,2.7142857142857144
2025-11-07,Haryana,Palwal,1.0,2.0,6.0,2.0,3.3333333333333335,3.2857142857142856
2025-11-07,Haryana,Panipat,4.0,2.0,1.0,2.0,1.3333333333333333,2.142857142857143
2025-11-07,Haryana,Rohtak,5.0,5.0,1.0,1.0,3.6666666666666665,2.5714285714285716
2025-11-07,Haryana,Sirsa,4.0,5.0,7.0,4.0,6.333333333333333,7.142857142857143
2025-11-07,Haryana,Sonipat,6.0,7.0,5.0,1.0,5.333333333333333,3.2857142857142856
2025-11-07,Punjab,Amritsar,8.0,23.0,26.0,27.0,26.0,25.571428571428573
2025-11-07,Punjab,Bathinda,41.0,24.0,27.0,41.0,21.0,25.285714285714285
2025-11-07,Punjab,Faridkot,8.0,19.0,11.0,5.0,14.0,9.714285714285714
2025-11-07,Punjab,Fatehgarh Sahib,8.0,6.0,3.0,5.0,5.0,4.857142857142857
2025-11-07,Punjab,Fazilka,20.0,25.0,16.0,10.0,19.666666666666668,15.285714285714286
2025-11-07,Punjab,Ferozepur,48.0,20.0,69.0,35.0,31.333333333333332,33.57142857142857
2025-11-07,Punjab,Gurdaspur,6.0,6.0,5.0,10.0,4.333333333333333,6.0
2025-11-07,Punjab,Jalandhar,16.0,11.0,9.0,13.0,9.333333333333334,11.285714285714286
2025-11-07,Punjab,Kapurthala,14.0,5.0,11.0,12.0,9.0,18.714285714285715
2025-11-07,Punjab,Ludhiana,50.0,39.0,31.0,21.0,34.333333333333336,27.0
2025-11-07,Punjab,Malerkotla,10.0,6.0,12.0,11.0,7.333333333333333,8.857142857142858
2025-11-07,Punjab,Mansa,15.0,15.0,31.0,19.0,18.0,17.428571428571427
2025-11-07,Punjab,Moga,47.0,36.0,44.0,21.0,38.333333333333336,27.142857142857142
2025-11-07,Punjab,Patiala,12.0,24.0,20.0,41.0,18.0,25.285714285714285
2025-11-07,Punjab,S A S Nagar,1.0,2.0,1.0,6.0,1.6666666666666667,3.0
2025-11-07,Punjab,Sangrur,50.0,24.0,62.0,127.0,36.0,58.142857142857146
2025-11-07,Punjab,Shahid Bhagat Singh Nagar,3.0,4.0,3.0,1.0,2.6666666666666665,3.857142857142857
2025-11-07,Punjab,Sri Muktsar Sahib,37.0,48.0,15.0,17.0,30.666666666666668,26.142857142857142
2025-11-07,Punjab,Tarn Taran,29.0,44.0,63.0,87.0,37.333333333333336,51.714285714285715
2025-11-08,Haryana,Ambala,1.0,1.0,3.0,1.0,2.6666666666666665,2.4285714285714284
2025-11-08,Haryana,Faridabad,4.0,3.0,8.0,1.0,4.333333333333333,3.4285714285714284
2025-11-08,Haryana,Fatehabad,10.0,15.0,8.0,4.0,10.0,8.142857142857142
2025-11-08,Haryana,Hisar,16.0,13.0,5.0,11.0,11.0,8.428571428571429
2025-11-08,Haryana,Jhajjar,5.0,6.0,3.0,1.0,3.6666666666666665,2.857142857142857
2025-11-08,Haryana,Jind,25.0,15.0,7.0,7.0,12.333333333333334,8.428571428571429
2025-11-08,Haryana,Kaithal,7.0,4.0,3.0,7.0,4.666666666666667,4.428571428571429
2025-11-08,Haryana,Karnal,6.0,6.0,3.0,2.0,6.0,3.4285714285714284
2025-11-08,Haryana,Rohtak,6.0,5.0,5.0,1.0,5.0,3.142857142857143
2025-11-08,Haryana,Sirsa,4.0,4.0,7.0,10.0,5.333333333333333,7.142857142857143
2025-11-08,Haryana,Sonipat,2.0,6.0,4.0,2.0,5.666666666666667,4.0
2025-11-08,Punjab,Amritsar,13.0,8.0,29.0,37.0,20.0,22.857142857142858
2025-11-08,Punjab,Barnala,2.0,1.0,12.0,6.0,5.0,6.428571428571429
2025-11-08,Punjab,Bathinda,20.0,41.0,12.0,26.0,25.666666666666668,25.285714285714285
2025-11-08,Punjab,Faridkot,15.0,8.0,12.0,9.0,13.0,10.142857142857142
2025-11-08,Punjab,Fatehgarh Sahib,8.0,8.0,6.0,8.0,6.666666666666667,5.285714285714286
2025-11-08,Punjab,Fazilka,24.0,20.0,18.0,12.0,21.0,16.714285714285715
2025-11-08,Punjab,Ferozepur,46.0,48.0,5.0,33.0,24.333333333333332,35.42857142857143
2025-11-08,Punjab,Gurdaspur,5.0,6.0,2.0,10.0,4.666666666666667,5.428571428571429
2025-11-08,Punjab,Jalandhar,5.0,16.0,8.0,18.0,11.666666666666666,11.714285714285714
2025-11-08,Punjab,Kapurthala,10.0,14.0,11.0,31.0,10.0,19.0
2025-11-08,Punjab,Ludhiana,33.0,50.0,33.0,19.0,40.666666666666664,31.142857142857142
2025-11-08,Punjab,Malerkotla,7.0,10.0,4.0,8.0,6.666666666666667,8.714285714285714
2025-11-08,Punjab,Mansa,22.0,15.0,8.0,22.0,12.666666666666666,16.857142857142858
2025-11-08,Punjab,Moga,42.0,47.0,35.0,16.0,39.333333333333336,30.857142857142858
2025-11-08,Punjab,Pathankot,1.0,2.0,1.0,,1.3333333333333333,
2025-11-08,Punjab,Patiala,21.0,12.0,10.0,44.0,15.333333333333334,21.142857142857142
2025-11-08,Punjab,Rupnagar,1.0,2.0,1.0,,1.6666666666666667,
2025-11-08,Punjab,S A S Nagar,2.0,1.0,2.0,1.0,1.6666666666666667,2.2857142857142856
2025-11-08,Punjab,Sangrur,41.0,50.0,22.0,69.0,32.0,47.142857142857146
2025-11-08,Punjab,Shahid Bhagat Singh Nagar,4.0,3.0,1.0,6.0,2.6666666666666665,4.142857142857143
2025-11-08,Punjab,Sri Muktsar Sahib,25.0,37.0,29.0,21.0,38.0,29.0
2025-11-08,Punjab,Tarn Taran,31.0,29.0,5.0,71.0,26.0,43.42857142857143
2025-11-09,Haryana,Faridabad,4.0,4.0,2.0,5.0,3.0,3.857142857142857
2025-11-09,Haryana,Fatehabad,13.0,10.0,7.0,11.0,10.666666666666666,9.0
2025-11-09,Haryana,Hisar,16.0,16.0,15.0,6.0,14.666666666666666,9.142857142857142
2025-11-09,Haryana,Jhajjar,4.0,5.0,2.0,1.0,4.333333333333333,3.4285714285714284
2025-11-09,Haryana,Jind,39.0,25.0,15.0,8.0,18.333333333333332,11.0
2025-11-09,Haryana,Kaithal,8.0,7.0,7.0,6.0,6.0,4.428571428571429
2025-11-09,Haryana,Karnal,1.0,6.0,9.0,1.0,7.0,4.0
2025-11-09,Haryana,Kurukshetra,3.0,1.0,1.0,1.0,1.6666666666666667,2.857142857142857
2025-11-09,Haryana,Panipat,6.0,4.0,1.0,2.0,2.3333333333333335,2.4285714285714284
2025-11-09,Haryana,Rohtak,4.0,6.0,5.0,2.0,5.333333333333333,3.857142857142857
2025-11-09,Haryana,Sirsa,9.0,4.0,5.0,9.0,4.333333333333333,6.285714285714286
2025-11-09,Haryana,Sonipat,12.0,2.0,7.0,3.0,5.0,4.0
2025-11-09,Punjab,Amritsar,15.0,13.0,23.0,28.0,14.666666666666666,19.428571428571427
2025-11-09,Punjab,Barnala,4.0,2.0,2.0,10.0,1.6666666666666667,5.857142857142857
2025-11-09,Punjab,Bathinda,18.0,20.0,24.0,30.0,28.333333333333332,24.428571428571427
2025-11-09,Punjab,Faridkot,20.0,15.0,19.0,4.0,14.0,11.0
2025-11-09,Punjab,Fatehgarh Sahib,5.0,8.0,6.0,5.0,7.333333333333333,5.285714285714286
2025-11-09,Punjab,Fazilka,46.0,24.0,25.0,13.0,23.0,18.428571428571427
2025-11-09,Punjab,Ferozepur,77.0,46.0,20.0,47.0,38.0,37.285714285714285
2025-11-09,Punjab,Gurdaspur,4.0,5.0,6.0,6.0,5.666666666666667,4.714285714285714
2025-11-09,Punjab,Jalandhar,9.0,5.0,11.0,15.0,10.666666666666666,9.857142857142858
2025-11-09,Punjab,Kapurthala,9.0,10.0,5.0,35.0,9.666666666666666,16.0
2025-11-09,Punjab,Ludhiana,32.0,33.0,39.0,33.0,40.666666666666664,33.142857142857146
2025-11-09,Punjab,Malerkotla,6.0,7.0,6.0,14.0,7.666666666666667,8.571428571428571
2025-11-09,Punjab,Mansa,36.0,22.0,15.0,10.0,17.333333333333332,16.857142857142858
2025-11-09,Punjab,Moga,44.0,42.0,36.0,20.0,41.666666666666664,34.57142857142857
2025-11-09,Punjab,Patiala,30.0,21.0,24.0,27.0,19.0,17.857142857142858
2025-11-09,Punjab,Sangrur,37.0,41.0,24.0,65.0,38.333333333333336,43.142857142857146
2025-11-09,Punjab,Sri Muktsar Sahib,28.0,25.0,48.0,41.0,36.666666666666664,29.571428571428573
2025-11-09,Punjab,Tarn Taran,41.0,31.0,44.0,59.0,34.666666666666664,37.714285714285715
2025-11-10,Haryana,Faridabad,1.0,4.0,3.0,2.0,3.6666666666666665,3.7142857142857144
2025-11-10,Haryana,Fatehabad,14.0,13.0,15.0,8.0,12.666666666666666,9.285714285714286
2025-11-10,Haryana,Hisar,12.0,16.0,13.0,5.0,15.0,10.571428571428571
2025-11-10,Haryana,Jhajjar,2.0,4.0,6.0,3.0,5.0,3.857142857142857
2025-11-10,Haryana,Jind,38.0,39.0,15.0,4.0,26.333333333333332,15.428571428571429
2025-11-10,Haryana,Kaithal,5.0,8.0,4.0,3.0,6.333333333333333,4.714285714285714
2025-11-10,Haryana,Karnal,2.0,1.0,6.0,1.0,4.333333333333333,4.0
2025-11-10,Haryana,Palwal,5.0,1.0,2.0,3.0,1.6666666666666667,3.142857142857143
2025-11-10,Haryana,Rohtak,5.0,4.0,5.0,3.0,5.0,4.142857142857143
2025-11-10,Haryana,Sirsa,8.0,9.0,4.0,8.0,5.666666666666667,6.285714285714286
2025-11-10,Haryana,Sonipat,1.0,12.0,6.0,1.0,6.666666666666667,5.285714285714286
2025-11-10,Punjab,Amritsar,9.0,15.0,8.0,9.0,12.0,17.571428571428573
2025-11-10,Punjab,Barnala,8.0,4.0,1.0,8.0,2.3333333333333335,5.0
2025-11-10,Punjab,Bathinda,35.0,18.0,41.0,17.0,26.333333333333332,22.714285714285715
2025-11-10,Punjab,Faridkot,3.0,20.0,8.0,8.0,14.333333333333334,13.285714285714286
2025-11-10,Punjab,Fatehgarh Sahib,1.0,5.0,8.0,1.0,7.0,5.285714285714286
2025-11-10,Punjab,Fazilka,17.0,46.0,20.0,13.0,30.0,23.142857142857142
2025-11-10,Punjab,Ferozepur,39.0,77.0,48.0,26.0,57.0,41.57142857142857
2025-11-10,Punjab,Gurdaspur,12.0,4.0,6.0,3.0,5.0,4.428571428571429
2025-11-10,Punjab,Hoshiarpur,1.0,1.0,2.0,2.0,2.0,3.857142857142857
2025-11-10,Punjab,Jalandhar,16.0,9.0,16.0,5.0,10.0,9.0
2025-11-10,Punjab,Kapurthala,6.0,9.0,14.0,26.0,11.0,12.285714285714286
2025-11-10,Punjab,Ludhiana,34.0,32.0,50.0,13.0,38.333333333333336,33.0
2025-11-10,Punjab,Malerkotla,11.0,6.0,10.0,7.0,7.666666666666667,7.428571428571429
2025-11-10,Punjab,Mansa,20.0,36.0,15.0,17.0,24.333333333333332,20.571428571428573
2025-11-10,Punjab,Moga,42.0,44.0,47.0,18.0,44.333333333333336,38.0
2025-11-10,Punjab,Patiala,6.0,30.0,12.0,11.0,21.0,18.285714285714285
2025-11-10,Punjab,Sangrur,24.0,37.0,50.0,38.0,42.666666666666664,39.142857142857146
2025-11-10,Punjab,Sri Muktsar Sahib,31.0,28.0,37.0,12.0,30.0,27.714285714285715
2025-11-10,Punjab,Tarn Taran,58.0,41.0,29.0,33.0,33.666666666666664,35.142857142857146
2025-11-11,Haryana,Bhiwani,7.0,4.0,1.0,2.0,2.3333333333333335,2.4285714285714284
2025-11-11,Haryana,Faridabad,1.0,1.0,4.0,3.0,3.0,3.5714285714285716
2025-11-11,Haryana,Fatehabad,15.0,14.0,10.0,4.0,12.333333333333334,10.142857142857142
2025-11-11,Haryana,Hisar,21.0,12.0,16.0,4.0,14.666666666666666,11.571428571428571
2025-11-11,Haryana,Jhajjar,1.0,2.0,5.0,4.0,3.6666666666666665,3.7142857142857144
2025-11-11,Haryana,Jind,28.0,38.0,25.0,3.0,34.0,20.285714285714285
2025-11-11,Haryana,Kaithal,13.0,5.0,7.0,1.0,6.666666666666667,5.0
2025-11-11,Haryana,Nuh,2.0,1.0,1.0,,1.0,
2025-11-11,Haryana,Palwal,1.0,5.0,2.0,2.0,2.6666666666666665,3.4285714285714284
2025-11-11,Haryana,Panipat,1.0,6.0,2.0,4.0,4.0,3.0
2025-11-11,Haryana,Rohtak,12.0,5.0,6.0,1.0,5.0,4.428571428571429
2025-11-11,Haryana,Sirsa,5.0,8.0,4.0,7.0,7.0,6.285714285714286
2025-11-11,Haryana,Sonipat,12.0,1.0,2.0,5.0,5.0,5.285714285714286
2025-11-11,Punjab,Amritsar,7.0,9.0,13.0,26.0,12.333333333333334,17.571428571428573
2025-11-11,Punjab,Barnala,2.0,8.0,2.0,6.0,4.666666666666667,5.0
2025-11-11,Punjab,Bathinda,32.0,35.0,20.0,27.0,24.333333333333332,25.285714285714285
2025-11-11,Punjab,Faridkot,9.0,3.0,15.0,11.0,12.666666666666666,12.571428571428571
2025-11-11,Punjab,Fatehgarh Sahib,3.0,1.0,8.0,3.0,4.666666666666667,5.285714285714286
2025-11-11,Punjab,Fazilka,23.0,17.0,24.0,16.0,29.0,23.714285714285715
2025-11-11,Punjab,Ferozepur,23.0,39.0,46.0,69.0,54.0,43.42857142857143
2025-11-11,Punjab,Gurdaspur,6.0,12.0,5.0,5.0,7.0,5.714285714285714
2025-11-11,Punjab,Hoshiarpur,4.0,1.0,3.0,1.0,1.6666666666666667,3.7142857142857144
2025-11-11,Punjab,Jalandhar,19.0,16.0,5.0,9.0,10.0,10.571428571428571
2025-11-11,Punjab,Kapurthala,8.0,6.0,10.0,11.0,8.333333333333334,9.428571428571429
2025-11-11,Punjab,Ludhiana,21.0,34.0,33.0,31.0,33.0,36.0
2025-11-11,Punjab,Malerkotla,3.0,11.0,7.0,12.0,8.0,8.0
2025-11-11,Punjab,Mansa,29.0,20.0,22.0,31.0,26.0,21.0
2025-11-11,Punjab,Moga,43.0,42.0,42.0,44.0,42.666666666666664,41.42857142857143
2025-11-11,Punjab,Patiala,11.0,6.0,21.0,20.0,19.0,17.571428571428573
2025-11-11,Punjab,Rupnagar,1.0,1.0,2.0,,1.6666666666666667,
2025-11-11,Punjab,Sangrur,19.0,24.0,41.0,62.0,34.0,37.142857142857146
2025-11-11,Punjab,Shahid Bhagat Singh Nagar,1.0,4.0,4.0,9.0,3.6666666666666665,3.857142857142857
2025-11-11,Punjab,Sri Muktsar Sahib,39.0,31.0,25.0,15.0,28.0,30.428571428571427
2025-11-11,Punjab,Tarn Taran,48.0,58.0,31.0,63.0,43.333333333333336,38.714285714285715
2025-11-12,Haryana,Faridabad,6.0,1.0,4.0,8.0,2.0,3.2857142857142856
2025-11-12,Haryana,Fatehabad,3.0,15.0,13.0,8.0,14.0,11.714285714285714
2025-11-12,Haryana,Hisar,4.0,21.0,16.0,5.0,16.333333333333332,14.0
2025-11-12,Haryana,Jhajjar,2.0,1.0,4.0,3.0,2.3333333333333335,3.2857142857142856
